	city	country	Boundary (CDP)	City Location (CDP)	lat (external)	lon (external)	Geographic group	Current Population (CDP)	pop (external)	quality flag population	area [km2] (external)	pop density (calculated from external sources)	Average annual temperature (in Celsius) (CDP)	Average altitude (m) (CDP)	mean TT [min]	CDD_23C	HDD_15.5C	CDD_23C (FMB)	HDD_15.5C (FMB)	Reporting Year (CDP)	Measurement Year (CDP)	Measurement year only (CDP)	Total City-wide Emissions (metric tonnes CO2e) (CDP)	Total Scope 1 Emissions (metric tonnes CO2e) (CDP)	Total Scope 2 Emissions (metric tonnes CO2e) (CDP)	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	Gases included (CDP)	scope fraction (CDP)	TOT lower bd [tCO2]	TOT upper bd [tCO2]	TOT mean [tCO2]	S1 lower bd [tCO2]	S1 upper bd [tCO2]	S1 mean [tCO2]	S1 mean [tCO2]/cap	Scope 1 (orig)/cap	Primary Methodology (CDP)	Methodology Details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Urban Area Cluster (FC)	Low BUA 1990 (FC)	Low BUA 2000 (FC)	Low BUA 2014 (FC)	High BUA 1990 (FC)	High BUA 2000 (FC)	High BUA 2014 (FC)	Low BUA % 1990 (FC)	Low BUA % 2000 (FC)	Low BUA % 2014 (FC)	High BUA % 1990 (FC)	High BUA % 2000 (FC)	High BUA % 2014 (FC)	Low BUA pop density 1990 (FC)	High BUA pop density 1990 (FC)	Low BUA pop density 2000 (FC)	High BUA pop density 2000 (FC)	Low BUA pop density 2014 (FC)	High BUA pop density 2014 (FC)	diesel_price (2014)	gasoline_price (2014)	household_size (updated)	year_household_size (updated)	AVERAGE CONGESTION RATE (INRIX)	INRIX CONGESTION INDEX (INRIX)	PEAK HOURS SPENT IN CONGESTION (INRIX)	RANK (INRIX)	Congestion Level (TomTom)	World Rank (TomTom)	Congestion change (TomTom)	Morning Peak (TomTom)	Evening Peak (TomTom)	human capital (IESE)	social cohesion (IESE)	economy (IESE)	public management (IESE)	governance (IESE)	environment (IESE)	mobility and transportation (IESE)	urban planning (IESE)	international impact (IESE)	technology (IESE)	CIMI (IESE)	CIMI Ranking (IESE)	CIMI Performance (IESE)	GDP-PPP combined	GDP-PPP combined/cap	s1 to use	pop to use	s1 per capita	LB S1 per capita	UB S1 per capita	s1 per gdp	LB S1 per gdp	UB S1 per gdp	MethodNum	s1 per gdp [kgCO2/USD]	GDP-PPP combined [USD]
13	Atlanta	USA	Administrative boundary of a local government	(33.7489954, -84.3879824)	33.755	275.61	groupUSA	443775.0	472522	1.0	344.8571685	1370.19625271	16.9	272.0	25.5	456.0	1316.0	528	1154	2016	2014-12-31 00:00:00	2014	9024235.0	3548215.0	5476020.0		Grade A	CO2; CH4; N2O	1.0	8581076.19685	8804312.76309	8692694.47997	3105056.19685	3328292.76309	3216674.47997	7.24843553596	7.99552701256	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	The Atlanta Mayor’s Office of Sustainability uses the Global Protocol for Community-Scale Greenhouse Gas Emission Inventories (GPC) as the framework for its annual citywide greenhouse gas (GHG) reports, which is consistent with international standards. The GPC level selected for the 2013 reports was BASIC. This level will serve as a baseline for more comprehensive reports in the future. This report included emissions from electricity and natural gas consumption, vehicles, city-owned landfills, municipal solid waste (MSW) generated inside the city but sent to landfills outside city limits, and emissions from wastewater treatment plants (WWTP), the Metropolitan Atlanta Rapid Transit Authority (MARTA), and the Hartsfield-Jackson Atlanta International Airport (excluding aviation fuel emissions). All these emitting sources are in compliance with the GPC protocol.	Increased	Factors for the increase in emissions are: a growth in the construction market, the construction of a new international terminal at the airport, and cheap prices of oil	Atlanta Urban Area Cluster	1414.1875	1275.25	1205.5	2097.8125	2516.3125	2766.0625	0.40267297836	0.330562980964	0.30353292942	0.59732702164	0.652264074524	0.69646707058	349.096940913	920.807626124	323.102280559	999.442978402	334.68379937	1196.77360192	0.97	0.86	2.25	2011-2015	10.0%	12.2	71.0	9.0	0.27	104	0.03	45%	65%														294.42	52609.0	3216674.47997	443775.0	7.24843553596	6.99691554696	7.49995552496	10925.4618571	10546.3494221	11304.5742921	1	0.0109254618571	2.9442e+11
14	Auckland	New Zealand	Administrative boundary of a local government	(-36.815328, 174.741788)	-36.841	174.74	groupOceania	1569900.0	1570000	1.0	4893.0	320.866544043	15.3	79.0	40.9183673469			0	376	2016	2013-12-31 00:00:00	2013	10472155.0	9133523.0	1338632.0		Grade A	CO2; CH4; N2O	1.0	9440705.11754	9888679.16708	9664692.14231	8102073.11754	8550047.16708	8326060.14231	5.303560827	5.8179011402	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	Version 1 (published in 2014)	Increased	There was a 0.9 per cent increase in emissions between 2009 and 2013. The emissions for 2009 were 10,857 ktCO2e (our last emissions inventory). The emissions for 2013 were 10,955 ktCO2e (our most recent emissions inventory). The main driver of the increase was the increased emissions from the industrial processes and product use sector. Over the same timeframe, the population increased by 5.0 per cent and the GDP increased by 8.4 per cent. Subsequently, the emissions intensity by population decreased from 7.6 to 7.3 tCO2e per capita. Similarly the emissions intensity by GDP decreased from 160 to 149 tCO2e per million $NZ (2009/2010 price). Overall, the emissions intensity has reduced and there is evidence that emissions are decoupling from population and economic growth.	Auckland Urban Area Cluster	164.8125	176.75	188.375	416.3125	433.75	446.75	0.283609378361	0.288101059495	0.296595158433	0.716390621639	0.707008964955	0.703404841567	328.850954757	1824.62182251	300.03245719	2127.19094168	285.248695176	2614.04618838	1.11	1.71	3.0	2013					0.38	40	0.05	68%	81%	124.0	40.0	30.0	41.0	4.0	100.0	85.0	82.0	76.0	44.0	71.23	44.0	RA	49.52	31766.0	8326060.14231	1569900.0	5.303560827	5.1608848446	5.4462368094	168135.301743	163612.138884	172658.464602	1	0.168135301743	49520000000.0
15	Austin	USA	Combination of administrative divisions	(30.2672, -97.7431)	30.267	262.267	groupUSA	888204.0	947890	1.0	771.558021	1228.54014112	20.0	149.0	23.4	954.0	670.0	1634	281	2016	2013-12-31 00:00:00	2013	13700000.0	6439000.0	7261000.0		Grade A	CO2; CH4; N2O; PFCs	1.0	12813029.3018	13259831.4224	13036430.3621	5552029.30181	5998831.42243	5775430.36212	6.50236923288	7.24946070948	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)		Decreased	Renewable energy in our electricity generation, energy efficiency, and fuel efficiency of the city wide vehicle fleet	Austin Urban Area Cluster	383.5	419.5625	451.8125	462.625	616.25	793.0	0.453242724184	0.375048885413	0.362956268514	0.546757275816	0.550868763618	0.637043731486	358.566808389	1002.9115582	275.378998606	1248.1505606	198.484462637	1690.2838637	0.97	0.86	2.47	2011-2015	11.9%	8.0	47.0	42.0	0.25	115	0.03	39%	59%														107.364	55420.0	5775430.36212	888204.0	6.50236923288	6.25084924388	6.75388922188	53792.9879859	51712.2061567	55873.7698151	2	0.0537929879859	1.07364e+11
16	Baltimore	USA	Administrative boundary of a local government	(39.2903848, -76.6121893)	39.283	283.383	groupUSA	614664.0	614664	1.0	209.6337906	2932.08455679	14.7	240.0	30.5			73	464	2017	2014-01-03 03:14:00	2014	7230497.0	4019044.0	3211447.0	Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope	Grade A	CO2; CH4; N2O	1.0	6616686.48211	6925887.04715	6771286.76463	3405233.48211	3714434.04715	3559833.76463	5.79151172775	6.53860320435	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	medium/high. High confidence in stationary energy combustion and transportation emissions. Medium confidence in solid waste emissions (landfill waste emissions) due to proxy for landfill waste characterization, assumptions made for landfill gas capture system efficiency. High confidence about incineration activities in the City due to directly monitored emissions data received from EPA	Increased	Natural gas consumption decreased in residential sector but increased in commercial and industrial sectors. Electricity consumption increased across the board. Even though electricity emissions factors decreased in 2014, the increase in electricity consumption offset improvements in emissions factors. On-road and rail activity increased. Solid waste generation decreased slightly due to increased diversion of waste from the landfill but waste water generation increased.	Baltimore Urban Area Cluster	379.5625	393.0	405.5625	760.1875	852.4375	930.8125	0.333022592674	0.313131816145	0.303479562249	0.666977407326	0.679199243066	0.696520437751	431.973857782	1884.84346219	317.463672652	1864.09292405	242.637510016	1810.55983141	0.97	0.86	2.47	2011-2015	6.9%	4.7	26.0	218.0	0.19	145	0.01	33%	46%	16.0	98.0	16.0	3.0	19.0	125.0	63.0	13.0	74.0	3.0	79.82	20.0	RA	173.747	62291.0	3559833.76463	614664.0	5.79151172776	5.53999173875	6.04303171676	20488.6056429	19598.8044807	21378.406805	2	0.0204886056429	1.73747e+11
17	Barreiro	Portugal	Administrative boundary of a local government	(38.660815, -9.079072)	38.667	350.933	groupEurope	78764.0	78764	1.0	36.39	2164.44078043	16.0	20.0	21.07			73	464	2016	2014-12-31 00:00:00	2014	290849.0	203441.0	87408.0		Grade A	CO2	1.0								2.58291859225	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	The data of energy consumption were collected from the Directorate General for Energy and Geology (DGEG).	Increased	A residual increase of 2%.																				1.64	1.89	2.4	2011																									203441.0	78764.0	2.58291859225						1		
18	Basel	Switzerland	Administrative boundary of a local government	(47.5619, 7.5928)	47.567	7.6	groupEurope	198206.0	197000	1.0	37.0	5324.32432432	12.0	260.0	35.8			1	2862	2017	2016-01-03 03:16:00	2016	1105753.0	783932.0	321821.0	Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope	Grade A-	CO2; CH4; N2O	1.0	1061636.68987	1084510.58147	1073073.63567	739815.689868	762689.581468	751252.635668	3.79026182693	3.95513758413	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		First year of calculation		Basel Urban Area Cluster	84.4375	87.0	88.9375	171.0625	178.375	186.8125	0.330479452055	0.327067669173	0.322529465095	0.669520547945	0.670582706767	0.677470534905	307.813380228	3156.64349153	302.12711068	3116.46585797	297.492056007	3136.6430909	1.79	1.74	1.9	2014	13.2%	7.1	45.0	55.0	0.27		0.02	34%	71%	101.0	4.0	34.0	37.0	62.0	68.0	53.0	57.0	119.0	146.0	70.13	47.0	RA	56.166	44400.0	751252.635668	198206.0	3.79026182693	3.73255950813	3.84796414573	13375.5766063	13171.9490416	13579.204171	1	0.0133755766063	56166000000.0
19	Batangas	Philippines	A metropolitan area	(13.756465, 121.058308)	13.83	121.0	groupAsia	332458.0	329874	1.0	282.96	1165.79728584	25.0	10.0				1085	0	2016	2010-12-20 00:00:00	2010	457288.0	344419.0	107239.0		Grade A	CO2; CH4; N2O	0.98768828397	379073.76017	385670.044055	382371.902112	266204.76017	272801.044055	269502.902112	0.810637440254	1.03597747685	2006 IPCC Guidelines for National Greenhouse Gas Inventories		N/A		Batangas City Urban Area Cluster	85.125	89.3125	89.375	25.5	27.9375	33.6875	0.769491525424	0.758492569002	0.72625698324	0.230508474576	0.237261146497	0.27374301676	1677.67705475	6374.48281531	2204.43399354	8316.09893955	2725.88622339	9644.00015649	0.82	1.05																											269502.902112	332458.0	0.810637440254	0.800716963256	0.820557917256				3		
20	Belo Horizonte	Brazil	Administrative boundary of a local government	(-19.916681, -43.934493)	-19.917	316.067	groupLatinAmer	2502557.0	2502557	1.0	330.9	7562.88002418	21.0	900.0	34.4			10	0	2016	2013-12-31 00:00:00	2013	3241713.0	2804787.0	436925.0		Grade A	CO2; CH4; N2O	0.999999691521	2065992.16642	2182206.46195	2124099.31419	1629066.16642	1745280.46195	1687173.31419	0.674179774601	1.120768478	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	"GHG emissions by fuel consumption -Different concentrations of biofuels (ethanol and biodiesel) were established by the national authority for the distribution of Automotive Gasoline and Diesel. These concentrations were considered in the calculations and applied to the total of each fuel checked for the municipality, according to regulatory developments in the industry.
GHG emissions for electricity consumption - The indirect CO2 emissions per electricity consumption were calculated taking into account the average emission factor of the National Interconnected System in each year of the period considered. 
GHG emissions per treatment and release of liquid effluents - Belo Horizonte has 4 sewage treatment plants (STP) in operation, which are emitting methane and nitrous oxide.There are a fifth STP that employs physicolchemical processes that do not emit greenhouse gases.
A fraction of sewage collected in Belo Horizonte is not forwarded to any treatment plant, being deposited directly into the water body; another fraction of wastewater, which is not collected, it is presumably treated in septic systems (septic tanks), followed by infiltration.
GHG emissions by treating municipal solid waste - Landfill - The solids waste generated in Belo Horizonte are taken for disposal in landfill (CTR Macaúbas), where there is no biogas recovery system. It was assumed that 100% of the biogas generated in massive municipal solid waste is released into the atmosphere. A fraction of the waste collected in the city is still willing to massive treatment center CTR-BR-040 in Belo Horizonte, in a separate area where, from 2010, began a system of thermoelectric generation from biogas generated at the landfill. Thus, biogas derived from the ancient massive waste should not be considered in the GHG inventory from 2010. Is it considered only the fraction derived from the provisions in recent separate area and not covered by biogas recovery system.
It is worth mentioning that according to this model first-order decay,  For purposes of this inventory, we adopted a period of 10 (ten) years as horizon degradation of waste within the massif.
Composting - BH also conducts composting for organic waste. These activities take place in the CTRS Rod BR-040 and may incur nitrous oxide and methane."	Increased	Emissions keeps the growth rate of approximately 5% per year, following the trend projected into the 'business as usual' despite of efforts aimed at its reduction made so far	Belo Horizonte Urban Area Cluster	220.0625	226.9375	245.125	518.375	580.375	616.0625	0.298011002962	0.278386874185	0.284636040351	0.701988997038	0.711952771602	0.715363959649	858.201998692	6198.86951974	483.611474193	6653.06340346	529.948979077	7232.23799739	1.02	1.27	3.70430469442	2010	16.2%	8.5	42.0	69.0	0.27	99	0.0	42%	59%	96.0	134.0	169.0	137.0	145.0	146.0	117.0	132.0	138.0	156.0	44.98	153.0	B	84.686	15134.0	1687173.31419	2502557.0	0.674179774603	0.650960664001	0.6973988852	19922.6945917	19236.5463763	20608.842807	1	0.0199226945917	84686000000.0
23	Blacksburg	USA	Administrative boundary of a local government	(37.2296, -80.4139)	37.23	279.582	groupUSA	44215.0	45038	1.0	51.5149011	874.271308656	10.8	633.0	14.1			135	186	2017	2015-01-03 03:15:00	2015	347483.42	124461.79	223021.63	Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope	Grade A	CO2; CH4; N2O	1.0	303329.814048	325571.726676	314450.770362	80308.1840485	102550.096676	91429.1403621	2.06783083483	2.81492231143	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	Electricity and Natural Gas consumption are measured values however transportation figures are based on Virginia DOT's Vehicle Miles Traveled studies and estimates which may not be entirely accurate.	Decreased	The last GHG inventory performed for the Town of Blacksburg was in 2012. Over those three years decreased emissions from electric utility provider's fuel mix has resulted in decreased emissions in the residential, commercial, industrial and public sectors. Considering the population increase it is likely that the culture of electricity use may have also lead to decreased consumption. Transportation emissions have increased by 1.39% which is likely due to the 3.29% increase in population. Wastewater emissions are significantly lower because of errors made in the previous emission calculations. Emissions from solid waste have also decreased roughly 4.4%.	Blacksburg Urban Area Cluster	22.0625	23.875	25.9375	18.1875	21.125	22.125	0.548136645963	0.526896551724	0.53966189857	0.451863354037	0.466206896552	0.46033810143	457.62643174	1504.3970802	374.983468794	1652.1643973	426.630347229	1858.18605873	0.97	0.86	2.58	2011-2015																									91429.1403621	44215.0	2.06783083483	1.81631084583	2.31935082384				2		
24	Bogor	Indonesia	Administrative boundary of a local government	(-6.597147, 106.806039)	-6.597	106.797	groupAsia	1047922.0	1030720	1.0	118.5	8698.05907173	32.1	260.0				647	0	2017	2014-01-03 03:14:00	2014	2193642.0	954020.0	1239622.0	Replaced by CDP2017 data. Reason:  TOT = s1, s2 does not exist (Case 1b) in CDP2016. Soln: Replace with CDP2017 values (TOT, s1 and s2)	Grade A	CO2; CH4; N2O	1.0	1775221.73865	1873528.61766	1824375.17815	535599.738649	633906.617659	584753.178154	0.558012121278	0.910392185678	2006 IPCC Guidelines for National Greenhouse Gas Inventories	Finished	Increased	due to population growth, transportation and economic activity																				0.8	0.93			11.4%	4.6	19.0	404.0																					584753.178154	1047922.0	0.558012121278	0.511106493278	0.604917749278				3		
25	Bogotá	Colombia	Administrative boundary of a local government	(4.598056, -74.075833)	4.711	285.928	groupLatinAmer	7878783.0	8080734	1.0	1635.1	4942.04268852	15.0	2650.0	72.0	0.0	979.0	1335	0	2016	2015-12-31 00:00:00	2015	12359324.53	10679585.14	1094791.71		Grade A	CO2; CH4; SF6; N2O	0.952671549438	8982343.95422	10866921.2626	9924632.60842	7302604.56422	9187181.87263	8244893.21842	1.04646786419	1.35548664559	2006 IPCC Guidelines for National Greenhouse Gas Inventories	The IPCC guidelines in 2006 for GHG inventories, specifically for modules: energy, industrial processes and products use, waste and forestry module and land uses.	Decreased	"Emissions for Energy sector in 2015 are reduced because the projection is from the emissions inventory for 2012 , because the emission factor has a high confidence in compración to that used in 2008.

GHG emissions in the waste sector decreased because the mitigation measures as burning torch and recovery of biogas for energy self-generation are implemented.

Emissions of greenhouse gases have increased for the ASUS sector compared to 2014, because they were projected of the emissions inventory of greenhouse gases of the year 2008, from growth data of the bovine population, ecological structure principal, agriculture in Cundinamarca, and production of products of wood, which have an increasing trend over time."	Bogotá Urban Area Cluster	290.375	315.6875	369.0	418.75	433.1875	534.4375	0.409483518421	0.40991722123	0.408439986164	0.590516481579	0.562489855543	0.591560013836	928.320691692	12504.3606507	1162.89879222	15458.2983438	1107.4254723	16427.4129304	1.04	1.08	3.2	2016	31.8%	17.0	80.0	5.0						93.0	157.0	68.0	53.0	72.0	110.0	154.0	94.0	86.0	104.0	55.3	113.0	M	159.85	17497.0	8244893.21842	7878783.0	1.04646786419	0.926869614789	1.16606611359	51578.9378694	45684.107377	57473.7683618	3	0.0515789378694	1.5985e+11
28	Boston	USA	Administrative boundary of a local government	(42.3584308, -71.0597732)	42.358	288.936	groupUSA	646000.0	673184	1.0	125.0447172	5383.54610314	10.0	2.0	29.25			34	1889	2016	2014-12-31 00:00:00	2014	6066182.0	3603270.0	2462912.0		Grade A	CO2; CH4; N2O	1.0	5421078.99322	5746042.81901	5583560.90612	2958166.99322	3283130.81901	3120648.90612	4.83072586086	5.57781733746	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	For its inventory, the City of Boston relies on a mix of actual measurements and modeled calculations. Actual measurements are available for electricity, natural gas, and steam (obtained directly from energy utilities), and all sources related to mass transit, the airport, and water and sewer (obtained from the regional authorities). Regional transportation models are used to calculate vehicle-miles-traveled in Boston, which are then split into diesel and gasoline based on the State diesel and gas consumption split. Then each fuel type is divided into the average fleet mix categories (ICLEI 2009) and the EPA emissions factor for each vehicle type are applied to calculate the GHG. A 10% ethanol content for gasoline is also accounted for.  Fuel oil consumption is estimated based on sampling, U.S. Census data, and some state consumption figures.	Decreased	Overall GHGs decreased by about 2,000 metric tonnes, or 0.03%. This could be in part because there was only a small increase in heating degree days (HDD) from 2013 to 2014 (6.5%), and natural gas used declined more than 4.5%. Meanwhile the electricity emissions factor fell by a few points, while electricity use increased only 1.2%.	Boston Urban Area Cluster	556.9375	587.625	573.375	1071.9375	1134.0	1293.6875	0.34191543243	0.337376202096	0.307100056908	0.65808456757	0.651069326826	0.692899943092	426.554246879	2100.6844211	390.320443653	2144.57925083	267.809623108	2020.83403279	0.97	0.86	2.35	2011-2015	13.4%	10.2	58.0	18.0	0.28	97	0.03	43%	54%	2.0	76.0	3.0	8.0	6.0	120.0	12.0	27.0	69.0	17.0	88.9	4.0	RA	360.11	76204.0	3120648.90612	646000.0	4.83072586087	4.57920587186	5.08224584986	8665.82129383	8214.62051379	9117.02207384	1	0.00866582129383	3.6011e+11
29	Boulder	USA	Administrative boundary of a local government	(40.0274, -105.2519)	40.027	254.748	groupUSA	104810.0	108090	1.0	63.8691534	1692.36625579	10.9	1655.0	19.2	247.0	2446.0	48	627	2016	2012-12-31 00:00:00	2012	1721996.0	741287.0	980709.0		Grade A	CO2; CH4; N2O	1.0	1617331.53229	1670055.15238	1643693.34234	636622.53229	689346.152385	662984.342338	6.32558288653	7.07267436313	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	This protocol was adopted for the 2012 inventory. Previous inventories followed a different methodology making an apples to apples comparison difficult. It is the city's intention to follow the GPC, in addition to the U.S. Community Protocol, for the 2015 inventory, expected completion by December 2016.	N/A	Changed to US Community Protocol for 2012 inventory. Only 2005 was backcast using the new protocol. Technically, we increased a half of a percent (0.5%) from our 2005 baseline. However, not only was the baseline inventory backcast but data sources changed between the two inventories as well. The error margin straddles the 'no change' parameters.	Boulder Urban Area Cluster	18.875	19.1875	19.1875	44.0	45.8125	46.4375	0.300198807157	0.29462571977	0.292380952381	0.699801192843	0.703454894434	0.707619047619	433.080239179	1721.58760588	421.247064553	1890.25338021	522.923722066	2095.92947625	0.97	0.86	2.24	2011-2015																									662984.342338	104810.0	6.32558288654	6.07406289753	6.57710287554				2		
30	Bournemouth	United Kingdom	Administrative boundary of a local government	(50.719164, -1.880769)	50.72	358.12	groupEurope	191400.0	197700	1.0	46.18	4281.07405803	14.0	22.0		2.0	1981.0	0	1793	2016	2013-12-31 00:00:00	2013	782650.0	350775.0	431850.0		Grade A	CO2	0.999968057241								1.83268025078	2006 IPCC Guidelines for National Greenhouse Gas Inventories	The GHG emissions described in this section were calculated and published by the Department for Energy and Climate Change (DECC).  Summary of the calculation methodology is available from: https://www.gov.uk/government/statistics/uk-local-authority-and-regional-carbon-dioxide-emissions-national-statistics-2005-2013.	Decreased	"Carbon emissions from all sectors (homes, business and transport) have decreased.  Contributing factors to this include home insulation programmes, signposting to business advice sources and increased provision for walking, cycling and public transport. 

(NOTE: Since last year's submissions, 2012 emissions data has been revised, giving a total of 818100 CO2e; this is higher than the total that was previously reported.)"	Bournemouth Urban Area Cluster	40.0	43.3125	47.125	124.375	126.0	127.8125	0.243346007605	0.255248618785	0.269381922115	0.756653992395	0.742541436464	0.730618077885	462.47409657	3207.95434412	406.452321103	3305.81613024	387.343399339	3628.89172948	1.99	1.92	2.2	2013	10.8%	5.5	27.0	199.0	0.36		0.04	57%	64%																350775.0	191400.0	1.83268025078						3		
31	Brasília	Brazil	A metropolitan area	(-15.794229, -47.882166)	-15.79	312.12	groupLatinAmer	1409671.0	2977216	4.0	5802.0	513.136159945	21.0	1172.0				79	0	2016	2012-12-31 00:00:00	2012	7739830.0	7739830.0		CDP2016 TOT likely wrong because one scope is missing.	Grade D	CO2; CH4; N2O; HFCs; PFCs; SF6		7077555.54903	7143018.16275	7110286.85589	7077555.54903	7143018.16275	7110286.85589	5.04393355321	5.49052225661	2006 IPCC Guidelines for National Greenhouse Gas Inventories	"Inventário de Emissões e Remoções Antrópicas de GEE do DF (WayCarbon, 2014)

PERÍODO DE REFERÊNCIA
• Geral: 2005 a 2012, ano a ano.
• Mudança do uso da terra (AFOLU): Transição 1990 / 2005 / 2012

ANO DE REFERÊNCIA
2012"	Increased	"Considerando-se as Emissões de GEE por setor para o DF (emissões totais) no período de 2005-2012, as emissões têm aumentado em todos os setores avaliados. De acordo com a análise, os setores Energia e Resíduos apresentaram variação crescente ao
longo de todos os períodos de análise. Para o setor IPPU, apenas a comparação 2005-2008 apresentou resultados menores do que o período anterior (2005-2007), com nova tendência de aumento nos demais intervalos subsequentes (devido à redução da produção de cimento em 2008 e retomada da produção nos anos seguintes).
Já AFOLU apresentou intervalos irregulares de variação positiva e negativa ao longo do período, com valores negativos para os intervalos 2005-2006, 2005-2008, 2005-2009 e 2005-2010. No ano de variação positiva (2005-2007) as categorias mais representativas em emissões no setor AFOLU (Calagem e Emissões da queima de biomassa) também tiveram variação positiva nesse mesmo período."	Brasília Urban Area Cluster	197.1875	191.4375	205.6875	191.75	258.9375	290.6875	0.506990197654	0.421262549856	0.414379249559	0.493009802346	0.569797826984	0.585620750441	1336.62193835	4002.59523318	784.684545978	5010.26532876	747.795726076	6372.69284491	1.02	1.27	3.30039236662	2010	10.7%	5.4	27.0	209.0	0.2	141	0.01	35%	50%	142.0	137.0	162.0	58.0	139.0	143.0	113.0	127.0	121.0	159.0	47.18	143.0	M	141.916	35689.0	7110286.85589	2977216.0	2.38823345565	2.37723952479	2.39922738651	50102.0804975	49871.4419025	50332.7190926	3	0.0501020804975	1.41916e+11
33	Buenos Aires	Argentina	Administrative boundary of a local government	(-34.6037232, -58.3815931)	-34.603	301.618	groupLatinAmer	3054267.0	3500000	2.0	202.0	17326.7326733	18.0	25.0	45.71			0	300	2016	2014-12-31 00:00:00	2014	19667128.0	15561157.0	4105971.0		Grade A	CO2; CH4; N2O	1.0	19269695.0496	19312094.0493	19290894.5494	15163724.0496	15206123.0493	15184923.5494	4.9717079579	5.0948908527	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	The GHG emissions are calculated by the Buenos Aires EPA Climate Change team using, primarily, IPCC methodology and reporting based on the city-induced framework of the GCP protocol. The city has already  completed the BASIC approach.	Decreased	"Due to the city mitigation actions, the city´s total GHG emissions have decreased compared to last year. It may be explained, among others factors, because of improvement of the mitigation measures in the Waste Sector: new technologies which have been implemented in order to reduce the volume of waste disposed in landfills. Even though, during 2014, the city recorded the longest heat wave in its history, which has led to an increase in energy consumption for air conditioning and in general a higher residential use of electricity; however, the reductions in the 2014 inventory were achieved by the diminution on natural gas consumption as well as the reductions done in the waste sector,  which in the end managed to diminish the impact of electricity energy subsector. Regarding transport sector, the City has sold little bit less fuel than last year, which is shown in a small decreases of the sector's emissions.
Regarding the evolution of total GHG emissions in the period 2000 - 2014, an increase of 17% is observed. However, in the last 10 years (2005- 2014),the increase was 13%. After the implementation of the Action Plan, is relevant to compare the current level of emissions with those prior to the Plan, in 2008. Emissions in 2014 increased only 1.5% compared to 2008."	Buenos Aires Urban Area Cluster	605.5	651.3125	679.8125	1701.75	1887.1875	2045.8125	0.262433633113	0.252318345803	0.249415271727	0.737566366887	0.731096099368	0.750584728273	434.116391767	6207.38905682	457.050443665	6430.56784009	534.437828571	7167.49403096	1.33	1.52							0.42	19		64%	68%	60.0	97.0	113.0	107.0	49.0	113.0	49.0	63.0	47.0	82.0	63.32	83.0	RA	315.885	23606.0	15184923.5494	3054267.0	4.97170795788	4.96476701271	4.97864890309	48071.0497472	48003.9382991	48138.1611957	1	0.0480710497472	3.15885e+11
34	Burlington	USA	Administrative boundary of a local government	(44.4758825, -73.212072)	44.476	286.788	groupUSA	42284.0	42260	1.0	26.7027969	1582.60575318	7.7	61.0	17.8			34	1425	2016	2010-12-31 00:00:00	2010	405385.3	368077.0	37305.0		Grade A	CO2	0.999991859596								8.70487654905	International Emissions Analysis Protocol (ICLEI)	The City of Burlington collects emissions data in an Excel-based GHG Inventory Modeling Workbook developed and populated with the help of an environmental consultant.  Electricity data comes from the Burlington Electric Department. Natural gas data is provided by Vermont Gas. To generate transportation data, staff input miles per functional class and average annual daily traffic into CACP Transport Assistant Tool to obtain vehicle miles traveled by functional class and total emissions. The calculation of the community solid waste adds the total CSWD municipal solid waste and construction and demolition debris, then multiplied it by the Burlington population over the CSWD population.	Decreased	"Burlington continues to ""green"" its energy mix. With cleaner sources of energy supplying electricity to the grid, fewer emissions are being released."	Burlington Urban Area Cluster	52.5625	56.0625	57.875	47.0625	51.0625	53.875	0.527603513174	0.518197573657	0.517897091723	0.472396486826	0.471981513576	0.482102908277	397.154128575	1295.78598957	411.962795536	1350.66703592	427.502003913	1406.30487808	0.97	0.86	2.2	2011-2015																									368077.0	42284.0	8.70487654905						4		
